0.000000000000000000e+00,0.000000000000000000e+00,3.999200000000012467e-02,3.999200000000011773e-02
1.533192519149426960e-04,2.140176449128718044e-05,8.624746614230288785e-05,1.502899747403520832e-03
9.109875861446799770e-05,1.877602808156942637e-05,2.399926343709534135e-05,7.310761898884520675e-04
4.296722320089440276e-05,1.618592783043446676e-05,1.299265246243696551e-05,5.302836026832266668e-04
2.320400957749446099e-05,1.232681803392414339e-05,8.515838425243551412e-06,4.049959156343647232e-04
1.711847654020619207e-05,9.435552290035385931e-06,6.471527292852485409e-06,3.162747617638709641e-04
1.531629588649143910e-05,8.312196580492285907e-06,4.885091919574173192e-06,2.532325988880106257e-04
1.417733447349878699e-05,7.627255762630791418e-06,4.263799971265248948e-06,2.099452469775661483e-04
1.431431057656312501e-05,7.197490480388590233e-06,3.751374329021089573e-06,1.792623557526006289e-04
1.383392620483239663e-05,6.845662165864406680e-06,3.599787735172149188e-06,1.557320180469006768e-04
1.384452087785024277e-05,6.924362844970731561e-06,3.086208825369201675e-06,1.388711234900648459e-04
1.437920825416740927e-05,6.543131903899268921e-06,2.854031904131918835e-06,1.238981905878980283e-04
1.409969487156804952e-05,6.395559766120517721e-06,2.836609600697190032e-06,1.115657032920333276e-04
1.430925565883933536e-05,6.342793431443725051e-06,2.755313119388359053e-06,1.027509983560476029e-04
1.438132875299788270e-05,6.216331838704040838e-06,2.518403236118311217e-06,9.421985927968404176e-05
1.440517792220072046e-05,6.227228014641585575e-06,2.337638670500655082e-06,8.687121117812701666e-05
1.390883190872428586e-05,6.005154810200928802e-06,2.528630197177424582e-06,8.164076137990390527e-05
1.438892309496761795e-05,5.920411477860037567e-06,2.311155778618377979e-06,7.580201989303694203e-05
1.422716859985539321e-05,5.924905249586114293e-06,2.288914380089732850e-06,7.155666169218185884e-05
1.417907604155357004e-05,5.875149129660470235e-06,2.312376640428261180e-06,6.741488135492487580e-05
1.437438683886922931e-05,5.824306754688293061e-06,2.152414404961344784e-06,6.394778637394984663e-05
1.389104675384774800e-05,5.783811971610216846e-06,2.057419730704848497e-06,6.072316275198686965e-05
1.403964986658375272e-05,5.834095464279862472e-06,2.024363299442621308e-06,5.811474612081075100e-05
1.393164795654673229e-05,5.453334431356597498e-06,2.052408626365475008e-06,5.534662351283547370e-05
1.443982939132090331e-05,5.645513746687836582e-06,2.051496288007364370e-06,5.327830172167879026e-05
1.426538042859404409e-05,5.846718133322801599e-06,1.966828430584956678e-06,5.092834187213238044e-05
1.439845739946421601e-05,5.716385534635235174e-06,2.028033128275800069e-06,4.890179265401190396e-05
1.439829371247969839e-05,5.580796115182739299e-06,2.048077868355533717e-06,4.674307008534111835e-05
1.441894800056089482e-05,5.676581879756418222e-06,2.003128436622064976e-06,4.490341928290774370e-05
1.387201906014027842e-05,5.369170374181957588e-06,1.807501770776793502e-06,4.320608359896040872e-05
1.400155255191824581e-05,5.227866716979858221e-06,1.857278598187654076e-06,4.175290644843049874e-05
1.426178521250330752e-05,5.355101521071220748e-06,1.864318993081623755e-06,4.021607832754813119e-05
1.418770016821866610e-05,5.588865304905613219e-06,1.821418342946017728e-06,3.928824484423880381e-05
1.454504773151854860e-05,5.331028989803590630e-06,1.969487532406524605e-06,3.794386280905997615e-05
1.462693775985199142e-05,5.483103013987080410e-06,1.744158760243458098e-06,3.662223313896250423e-05
1.429624124284478568e-05,5.634949651620633582e-06,1.883535790463766915e-06,3.565426821126845621e-05
1.423373736943671167e-05,5.371072913809684318e-06,1.998767109487942903e-06,3.465768637934434944e-05
1.409648592580900554e-05,5.667289720807082549e-06,1.761911858529701843e-06,3.360940987530413731e-05
1.389953748769765509e-05,5.461519898449885568e-06,1.887141959884307223e-06,3.282174814675206561e-05
1.392063351981232948e-05,5.400530608294467055e-06,1.752203781872618197e-06,3.201063208395229733e-05
1.433993064614529761e-05,5.224551065557360140e-06,1.815366911754930344e-06,3.115280207176669919e-05
1.425715028300100354e-05,5.357841097214729709e-06,1.684481658714639036e-06,3.043710152501329742e-05
1.391705231900377317e-05,5.428215302939538046e-06,1.679372271660931195e-06,2.978936411951042771e-05
1.429158745062706579e-05,5.124612621006672045e-06,2.022041789154129660e-06,2.918081182656410161e-05
1.446392603220111962e-05,5.202027465422563050e-06,1.585520967384534151e-06,2.845599920041843811e-05
1.441552227335737770e-05,5.316749913126859663e-06,1.891436787716958061e-06,2.787947211957754161e-05
1.428807750839815354e-05,5.390199865620228347e-06,1.644912539911598221e-06,2.761323743315748704e-05
1.431480417303245781e-05,5.252028831622409068e-06,1.934667514300782227e-06,2.667554181028368877e-05
1.387486734216500312e-05,5.153358051933304154e-06,1.481194425019092018e-06,2.655070991594310706e-05
1.413226336427817311e-05,5.246686743741304571e-06,1.689443137374161945e-06,2.568464070058989614e-05
1.416919571330285136e-05,5.317344392801759874e-06,1.855867109765631919e-06,2.514491026349052787e-05
1.396857410363153268e-05,5.255649817073156435e-06,1.826183190432549011e-06,2.504880964896089371e-05
1.394467151236019025e-05,5.347884922413851207e-06,1.370062393468200928e-06,2.446910525468271857e-05
1.435758158374555859e-05,5.147789253413034392e-06,1.658885797198166482e-06,2.420307843188556086e-05
1.398699307569988093e-05,5.247014729047248636e-06,1.635731222534971222e-06,2.388799925923788559e-05
1.418776855425008393e-05,5.237981442220848481e-06,1.534556108986815739e-06,2.361749576148774085e-05
1.448459093019650668e-05,5.296237630259754223e-06,1.724072188103617595e-06,2.289184665069812579e-05
1.379938025501581201e-05,5.111787169227913124e-06,1.562271954526821638e-06,2.271791601369668731e-05
1.408818146693713053e-05,5.359151994613806239e-06,1.722927680392124253e-06,2.277321441657514608e-05
1.423462735941348409e-05,5.245141531097745872e-06,1.545960335065666552e-06,2.231537146764038548e-05
1.436886732069809386e-05,4.996712558192018956e-06,1.601908621947889692e-06,2.193394066236038762e-05
1.418031571136241101e-05,5.327786949517521919e-06,1.459499483482085510e-06,2.193634872019901299e-05
1.370191428109058560e-05,4.992055307394037826e-06,1.548944824773016324e-06,2.185546156819676971e-05
1.443214539992104447e-05,5.034596955106401006e-06,1.568019200817670171e-06,2.150909328379742468e-05
1.444798110390095692e-05,5.556185485256253749e-06,1.607894989654335307e-06,2.149733542904853464e-05
1.424035822239727913e-05,5.309111531385703361e-06,1.484398030161525138e-06,2.129517185537431733e-05
1.411451798555424208e-05,5.216944674239225009e-06,1.497345878419530575e-06,2.125463044706103188e-05
1.415226764427177894e-05,5.055660087596927299e-06,1.504286931885056538e-06,2.111497928511475898e-05
1.432930247256335805e-05,5.208413938064695875e-06,1.706921130041678161e-06,2.072722793338256661e-05
1.485110999114076536e-05,5.169484049435633560e-06,1.672200849179593710e-06,2.078615588262200677e-05
